"","indicator_ru","region","variable","value","indicator_en","unit","class"
"1407","Денежные доходы (в среднем на душу)","Северо-Западный федеральный округ",2009,17446.1,"Cash income (average per capita)","roubles","Living Standards"
"1408","Денежные доходы (в среднем на душу)","Республика Карелия",2009,13489.8,"Cash income (average per capita)","roubles","Living Standards"
"1409","Денежные доходы (в среднем на душу)","Республика Коми",2009,20125.4,"Cash income (average per capita)","roubles","Living Standards"
"1410","Денежные доходы (в среднем на душу)","Архангельская область",2009,17218.5,"Cash income (average per capita)","roubles","Living Standards"
"1411","Денежные доходы (в среднем на душу)","Ненецкий автономный округ",2009,48752.2,"Cash income (average per capita)","roubles","Living Standards"
"1412","Денежные доходы (в среднем на душу)","Вологодская область",2009,12135.3,"Cash income (average per capita)","roubles","Living Standards"
"1413","Денежные доходы (в среднем на душу)","Калининградская область",2009,14607.8,"Cash income (average per capita)","roubles","Living Standards"
"1414","Денежные доходы (в среднем на душу)","Ленинградская область",2009,13055,"Cash income (average per capita)","roubles","Living Standards"
"1415","Денежные доходы (в среднем на душу)","Мурманская область",2009,21153.3,"Cash income (average per capita)","roubles","Living Standards"
"1416","Денежные доходы (в среднем на душу)","Новгородская область",2009,13329.2,"Cash income (average per capita)","roubles","Living Standards"
"1417","Денежные доходы (в среднем на душу)","Псковская область",2009,11338.9,"Cash income (average per capita)","roubles","Living Standards"
"1418","Денежные доходы (в среднем на душу)","г.Санкт-Петербург",2009,22132.6,"Cash income (average per capita)","roubles","Living Standards"
"1419","Денежные доходы (в среднем на душу)","Южный федеральный округ (по 2009 год)",2009,12436.6,"Cash income (average per capita)","roubles","Living Standards"
"1420","Денежные доходы (в среднем на душу)","Южный федеральный  округ (с 2010 года)",2009,12827.8,"Cash income (average per capita)","roubles","Living Standards"
"1421","Денежные доходы (в среднем на душу)","Республика Адыгея",2009,10467.8,"Cash income (average per capita)","roubles","Living Standards"
"1422","Денежные доходы (в среднем на душу)","Республика Калмыкия",2009,7097.1,"Cash income (average per capita)","roubles","Living Standards"
"1423","Денежные доходы (в среднем на душу)","Краснодарский край",2009,13815.3,"Cash income (average per capita)","roubles","Living Standards"
"1424","Денежные доходы (в среднем на душу)","Астраханская область",2009,13023.3,"Cash income (average per capita)","roubles","Living Standards"
"1425","Денежные доходы (в среднем на душу)","Волгоградская область",2009,12592.9,"Cash income (average per capita)","roubles","Living Standards"
"1426","Денежные доходы (в среднем на душу)","Ростовская область",2009,12890.1,"Cash income (average per capita)","roubles","Living Standards"
"1427","Денежные доходы (в среднем на душу)","Северо-Кавказский федеральный округ",2009,11645.3,"Cash income (average per capita)","roubles","Living Standards"
"1428","Денежные доходы (в среднем на душу)","Республика Дагестан",2009,13805.6,"Cash income (average per capita)","roubles","Living Standards"
"1429","Денежные доходы (в среднем на душу)","Республика Ингушетия",2009,6399.8,"Cash income (average per capita)","roubles","Living Standards"
"1430","Денежные доходы (в среднем на душу)","Кабардино-Балкарская Республика",2009,9581.8,"Cash income (average per capita)","roubles","Living Standards"
"1431","Денежные доходы (в среднем на душу)","Карачаево-Черкесская Республика",2009,10146.9,"Cash income (average per capita)","roubles","Living Standards"
"1432","Денежные доходы (в среднем на душу)","Республика Северная Осетия - Алания",2009,10095.7,"Cash income (average per capita)","roubles","Living Standards"
"1434","Денежные доходы (в среднем на душу)","Ставропольский край",2009,11460.6,"Cash income (average per capita)","roubles","Living Standards"
"1435","Денежные доходы (в среднем на душу)","Приволжский федеральный округ",2009,13867.4,"Cash income (average per capita)","roubles","Living Standards"
"1436","Денежные доходы (в среднем на душу)","Республика Башкортостан",2009,16095.8,"Cash income (average per capita)","roubles","Living Standards"
"1437","Денежные доходы (в среднем на душу)","Республика Марий Эл",2009,9209.7,"Cash income (average per capita)","roubles","Living Standards"
"1438","Денежные доходы (в среднем на душу)","Республика Мордовия",2009,9736,"Cash income (average per capita)","roubles","Living Standards"
"1439","Денежные доходы (в среднем на душу)","Республика Татарстан",2009,15857.8,"Cash income (average per capita)","roubles","Living Standards"
"1440","Денежные доходы (в среднем на душу)","Удмуртская Республика",2009,11011.3,"Cash income (average per capita)","roubles","Living Standards"
"1441","Денежные доходы (в среднем на душу)","Чувашская Республика",2009,9405.2,"Cash income (average per capita)","roubles","Living Standards"
"1442","Денежные доходы (в среднем на душу)","Пермский край",2009,17572.3,"Cash income (average per capita)","roubles","Living Standards"
"1444","Денежные доходы (в среднем на душу)","Кировская область",2009,10927.9,"Cash income (average per capita)","roubles","Living Standards"
"1445","Денежные доходы (в среднем на душу)","Нижегородская область",2009,14443.8,"Cash income (average per capita)","roubles","Living Standards"
"1446","Денежные доходы (в среднем на душу)","Оренбургская область",2009,11587.6,"Cash income (average per capita)","roubles","Living Standards"
"1447","Денежные доходы (в среднем на душу)","Пензенская область",2009,11556.5,"Cash income (average per capita)","roubles","Living Standards"
"1448","Денежные доходы (в среднем на душу)","Самарская область",2009,18218.3,"Cash income (average per capita)","roubles","Living Standards"
"1449","Денежные доходы (в среднем на душу)","Саратовская область",2009,10333,"Cash income (average per capita)","roubles","Living Standards"
"1450","Денежные доходы (в среднем на душу)","Ульяновская область",2009,10769.8,"Cash income (average per capita)","roubles","Living Standards"
"1451","Денежные доходы (в среднем на душу)","Уральский федеральный округ",2009,19848.1,"Cash income (average per capita)","roubles","Living Standards"
"1452","Денежные доходы (в среднем на душу)","Курганская область",2009,12690.3,"Cash income (average per capita)","roubles","Living Standards"
"1453","Денежные доходы (в среднем на душу)","Свердловская область",2009,19244.3,"Cash income (average per capita)","roubles","Living Standards"
"1454","Денежные доходы (в среднем на душу)","Тюменская область",2009,27552.8,"Cash income (average per capita)","roubles","Living Standards"
"1455","Денежные доходы (в среднем на душу)","Ханты-Мансийский автономный округ-Югра",2009,32262.8,"Cash income (average per capita)","roubles","Living Standards"
"1456","Денежные доходы (в среднем на душу)","Ямало-Ненецкий автономный округ",2009,38900.1,"Cash income (average per capita)","roubles","Living Standards"
"1457","Денежные доходы (в среднем на душу)","Челябинская область",2009,15044.3,"Cash income (average per capita)","roubles","Living Standards"
"1458","Денежные доходы (в среднем на душу)","Сибирский федеральный округ",2009,13490.5,"Cash income (average per capita)","roubles","Living Standards"
"1459","Денежные доходы (в среднем на душу)","Республика Алтай",2009,10813.4,"Cash income (average per capita)","roubles","Living Standards"
"1460","Денежные доходы (в среднем на душу)","Республика Бурятия",2009,13011.4,"Cash income (average per capita)","roubles","Living Standards"
"1461","Денежные доходы (в среднем на душу)","Республика Тыва",2009,9738.3,"Cash income (average per capita)","roubles","Living Standards"
"1462","Денежные доходы (в среднем на душу)","Республика Хакасия",2009,11530.8,"Cash income (average per capita)","roubles","Living Standards"
"1463","Денежные доходы (в среднем на душу)","Алтайский край",2009,9610.7,"Cash income (average per capita)","roubles","Living Standards"
"1464","Денежные доходы (в среднем на душу)","Забайкальский край",2009,12590.7,"Cash income (average per capita)","roubles","Living Standards"
"1466","Денежные доходы (в среднем на душу)","Красноярский край",2009,16569.6,"Cash income (average per capita)","roubles","Living Standards"
"1469","Денежные доходы (в среднем на душу)","Иркутская область",2009,13511.4,"Cash income (average per capita)","roubles","Living Standards"
"1471","Денежные доходы (в среднем на душу)","Кемеровская область",2009,13469.6,"Cash income (average per capita)","roubles","Living Standards"
"1472","Денежные доходы (в среднем на душу)","Новосибирская область",2009,15059.4,"Cash income (average per capita)","roubles","Living Standards"
"1473","Денежные доходы (в среднем на душу)","Омская область",2009,13813.7,"Cash income (average per capita)","roubles","Living Standards"
"1474","Денежные доходы (в среднем на душу)","Томская область",2009,13776.5,"Cash income (average per capita)","roubles","Living Standards"
"1475","Денежные доходы (в среднем на душу)","Дальневосточный федеральный округ",2009,18261.6,"Cash income (average per capita)","roubles","Living Standards"
"1476","Денежные доходы (в среднем на душу)","Республика Саха (Якутия)",2009,21278.6,"Cash income (average per capita)","roubles","Living Standards"
"1477","Денежные доходы (в среднем на душу)","Камчатский край",2009,22581,"Cash income (average per capita)","roubles","Living Standards"
"1479","Денежные доходы (в среднем на душу)","Приморский край",2009,15140.4,"Cash income (average per capita)","roubles","Living Standards"
"1480","Денежные доходы (в среднем на душу)","Хабаровский край",2009,19071,"Cash income (average per capita)","roubles","Living Standards"
"1481","Денежные доходы (в среднем на душу)","Амурская область",2009,12751.6,"Cash income (average per capita)","roubles","Living Standards"
"1482","Денежные доходы (в среднем на душу)","Магаданская область",2009,24164.6,"Cash income (average per capita)","roubles","Living Standards"
"1483","Денежные доходы (в среднем на душу)","Сахалинская область",2009,27576.9,"Cash income (average per capita)","roubles","Living Standards"
"1484","Денежные доходы (в среднем на душу)","Еврейская автономная область",2009,13061.8,"Cash income (average per capita)","roubles","Living Standards"
"1485","Денежные доходы (в среднем на душу)","Чукотский автономный округ",2009,35079.3,"Cash income (average per capita)","roubles","Living Standards"
"1486","Денежные доходы (в среднем на душу)","Российская Федерация",2010,18950.8,"Cash income (average per capita)","roubles","Living Standards"
"1487","Денежные доходы (в среднем на душу)","Центральный федеральный округ",2010,24644.7,"Cash income (average per capita)","roubles","Living Standards"
"1488","Денежные доходы (в среднем на душу)","Белгородская область",2010,16992.8,"Cash income (average per capita)","roubles","Living Standards"
"1489","Денежные доходы (в среднем на душу)","Брянская область",2010,13358.4,"Cash income (average per capita)","roubles","Living Standards"
"1490","Денежные доходы (в среднем на душу)","Владимирская область",2010,12956.2,"Cash income (average per capita)","roubles","Living Standards"
"1491","Денежные доходы (в среднем на душу)","Воронежская область",2010,13883.3,"Cash income (average per capita)","roubles","Living Standards"
"1492","Денежные доходы (в среднем на душу)","Ивановская область",2010,11123.5,"Cash income (average per capita)","roubles","Living Standards"
"1493","Денежные доходы (в среднем на душу)","Калужская область",2010,15477.4,"Cash income (average per capita)","roubles","Living Standards"
"1494","Денежные доходы (в среднем на душу)","Костромская область",2010,13314.8,"Cash income (average per capita)","roubles","Living Standards"
"1495","Денежные доходы (в среднем на душу)","Курская область",2010,14685.1,"Cash income (average per capita)","roubles","Living Standards"
"1496","Денежные доходы (в среднем на душу)","Липецкая область",2010,15935.8,"Cash income (average per capita)","roubles","Living Standards"
"1497","Денежные доходы (в среднем на душу)","Московская область",2010,22641,"Cash income (average per capita)","roubles","Living Standards"
"1498","Денежные доходы (в среднем на душу)","Орловская область",2010,13114.6,"Cash income (average per capita)","roubles","Living Standards"
"1499","Денежные доходы (в среднем на душу)","Рязанская область",2010,13886.3,"Cash income (average per capita)","roubles","Living Standards"
"1500","Денежные доходы (в среднем на душу)","Смоленская область",2010,14546,"Cash income (average per capita)","roubles","Living Standards"
"1501","Денежные доходы (в среднем на душу)","Тамбовская область",2010,13630.8,"Cash income (average per capita)","roubles","Living Standards"
"1502","Денежные доходы (в среднем на душу)","Тверская область",2010,13872.6,"Cash income (average per capita)","roubles","Living Standards"
"1503","Денежные доходы (в среднем на душу)","Тульская область",2010,15349.5,"Cash income (average per capita)","roubles","Living Standards"
"1504","Денежные доходы (в среднем на душу)","Ярославская область",2010,14490.6,"Cash income (average per capita)","roubles","Living Standards"
"1505","Денежные доходы (в среднем на душу)","г.Москва",2010,44051.5,"Cash income (average per capita)","roubles","Living Standards"
"1506","Денежные доходы (в среднем на душу)","Северо-Западный федеральный округ",2010,19836.7,"Cash income (average per capita)","roubles","Living Standards"
"1507","Денежные доходы (в среднем на душу)","Республика Карелия",2010,16045.7,"Cash income (average per capita)","roubles","Living Standards"
"1508","Денежные доходы (в среднем на душу)","Республика Коми",2010,22260.3,"Cash income (average per capita)","roubles","Living Standards"
"1509","Денежные доходы (в среднем на душу)","Архангельская область",2010,19608.8,"Cash income (average per capita)","roubles","Living Standards"
"1510","Денежные доходы (в среднем на душу)","Ненецкий автономный округ",2010,52270.1,"Cash income (average per capita)","roubles","Living Standards"
"1511","Денежные доходы (в среднем на душу)","Вологодская область",2010,14115.1,"Cash income (average per capita)","roubles","Living Standards"
"1512","Денежные доходы (в среднем на душу)","Калининградская область",2010,16040.1,"Cash income (average per capita)","roubles","Living Standards"
"1513","Денежные доходы (в среднем на душу)","Ленинградская область",2010,14798.5,"Cash income (average per capita)","roubles","Living Standards"
"1514","Денежные доходы (в среднем на душу)","Мурманская область",2010,24046.5,"Cash income (average per capita)","roubles","Living Standards"
"1515","Денежные доходы (в среднем на душу)","Новгородская область",2010,15598.9,"Cash income (average per capita)","roubles","Living Standards"
"1516","Денежные доходы (в среднем на душу)","Псковская область",2010,12797.6,"Cash income (average per capita)","roubles","Living Standards"
"1517","Денежные доходы (в среднем на душу)","г.Санкт-Петербург",2010,24824.3,"Cash income (average per capita)","roubles","Living Standards"
"1519","Денежные доходы (в среднем на душу)","Южный федеральный  округ (с 2010 года)",2010,15113.9,"Cash income (average per capita)","roubles","Living Standards"
"1520","Денежные доходы (в среднем на душу)","Республика Адыгея",2010,12278.7,"Cash income (average per capita)","roubles","Living Standards"
"1521","Денежные доходы (в среднем на душу)","Республика Калмыкия",2010,7774,"Cash income (average per capita)","roubles","Living Standards"
"1522","Денежные доходы (в среднем на душу)","Краснодарский край",2010,16892.1,"Cash income (average per capita)","roubles","Living Standards"
"1523","Денежные доходы (в среднем на душу)","Астраханская область",2010,14697.2,"Cash income (average per capita)","roubles","Living Standards"
"1524","Денежные доходы (в среднем на душу)","Волгоградская область",2010,13774.8,"Cash income (average per capita)","roubles","Living Standards"
"1525","Денежные доходы (в среднем на душу)","Ростовская область",2010,14647.1,"Cash income (average per capita)","roubles","Living Standards"
"1526","Денежные доходы (в среднем на душу)","Северо-Кавказский федеральный округ",2010,13253.4,"Cash income (average per capita)","roubles","Living Standards"
"1527","Денежные доходы (в среднем на душу)","Республика Дагестан",2010,15678.3,"Cash income (average per capita)","roubles","Living Standards"
"1528","Денежные доходы (в среднем на душу)","Республика Ингушетия",2010,9630,"Cash income (average per capita)","roubles","Living Standards"
"1529","Денежные доходы (в среднем на душу)","Кабардино-Балкарская Республика",2010,11290,"Cash income (average per capita)","roubles","Living Standards"
"1530","Денежные доходы (в среднем на душу)","Карачаево-Черкесская Республика",2010,10878,"Cash income (average per capita)","roubles","Living Standards"
"1531","Денежные доходы (в среднем на душу)","Республика Северная Осетия - Алания",2010,13192.9,"Cash income (average per capita)","roubles","Living Standards"
"1532","Денежные доходы (в среднем на душу)","Чеченская Республика",2010,11982.4,"Cash income (average per capita)","roubles","Living Standards"
"1533","Денежные доходы (в среднем на душу)","Ставропольский край",2010,13016.1,"Cash income (average per capita)","roubles","Living Standards"
"1534","Денежные доходы (в среднем на душу)","Приволжский федеральный округ",2010,15840.11,"Cash income (average per capita)","roubles","Living Standards"
"1535","Денежные доходы (в среднем на душу)","Республика Башкортостан",2010,17498.9,"Cash income (average per capita)","roubles","Living Standards"
"1536","Денежные доходы (в среднем на душу)","Республика Марий Эл",2010,10335.7,"Cash income (average per capita)","roubles","Living Standards"
"1537","Денежные доходы (в среднем на душу)","Республика Мордовия",2010,11294.2,"Cash income (average per capita)","roubles","Living Standards"
"1538","Денежные доходы (в среднем на душу)","Республика Татарстан",2010,18424,"Cash income (average per capita)","roubles","Living Standards"
"1539","Денежные доходы (в среднем на душу)","Удмуртская Республика",2010,12983.6,"Cash income (average per capita)","roubles","Living Standards"
"1540","Денежные доходы (в среднем на душу)","Чувашская Республика",2010,11065.8,"Cash income (average per capita)","roubles","Living Standards"
"1541","Денежные доходы (в среднем на душу)","Пермский край",2010,19834.3,"Cash income (average per capita)","roubles","Living Standards"
"1543","Денежные доходы (в среднем на душу)","Кировская область",2010,13330.9,"Cash income (average per capita)","roubles","Living Standards"
"1544","Денежные доходы (в среднем на душу)","Нижегородская область",2010,16477.3,"Cash income (average per capita)","roubles","Living Standards"
"1545","Денежные доходы (в среднем на душу)","Оренбургская область",2010,13557.1,"Cash income (average per capita)","roubles","Living Standards"
"1546","Денежные доходы (в среднем на душу)","Пензенская область",2010,12920.4,"Cash income (average per capita)","roubles","Living Standards"
"1547","Денежные доходы (в среднем на душу)","Самарская область",2010,20223.1,"Cash income (average per capita)","roubles","Living Standards"
"1548","Денежные доходы (в среднем на душу)","Саратовская область",2010,12146.6,"Cash income (average per capita)","roubles","Living Standards"
"1549","Денежные доходы (в среднем на душу)","Ульяновская область",2010,13132.4,"Cash income (average per capita)","roubles","Living Standards"
"1550","Денежные доходы (в среднем на душу)","Уральский федеральный округ",2010,21742.4,"Cash income (average per capita)","roubles","Living Standards"
"1551","Денежные доходы (в среднем на душу)","Курганская область",2010,13498.9,"Cash income (average per capita)","roubles","Living Standards"
"1552","Денежные доходы (в среднем на душу)","Свердловская область",2010,22193.8,"Cash income (average per capita)","roubles","Living Standards"
"1553","Денежные доходы (в среднем на душу)","Тюменская область",2010,28437.3,"Cash income (average per capita)","roubles","Living Standards"
"1554","Денежные доходы (в среднем на душу)","Ханты-Мансийский автономный округ-Югра",2010,31913.5,"Cash income (average per capita)","roubles","Living Standards"
"1555","Денежные доходы (в среднем на душу)","Ямало-Ненецкий автономный округ",2010,42675.9,"Cash income (average per capita)","roubles","Living Standards"
"1556","Денежные доходы (в среднем на душу)","Челябинская область",2010,16821.1,"Cash income (average per capita)","roubles","Living Standards"
"1557","Денежные доходы (в среднем на душу)","Сибирский федеральный округ",2010,15006.6,"Cash income (average per capita)","roubles","Living Standards"
"1558","Денежные доходы (в среднем на душу)","Республика Алтай",2010,13535.7,"Cash income (average per capita)","roubles","Living Standards"
"1559","Денежные доходы (в среднем на душу)","Республика Бурятия",2010,14270.7,"Cash income (average per capita)","roubles","Living Standards"
"1560","Денежные доходы (в среднем на душу)","Республика Тыва",2010,10159.6,"Cash income (average per capita)","roubles","Living Standards"
"1561","Денежные доходы (в среднем на душу)","Республика Хакасия",2010,12806.4,"Cash income (average per capita)","roubles","Living Standards"
"1562","Денежные доходы (в среднем на душу)","Алтайский край",2010,11029.3,"Cash income (average per capita)","roubles","Living Standards"
"1563","Денежные доходы (в среднем на душу)","Забайкальский край",2010,14204.5,"Cash income (average per capita)","roubles","Living Standards"
"1565","Денежные доходы (в среднем на душу)","Красноярский край",2010,18261.6,"Cash income (average per capita)","roubles","Living Standards"
"1568","Денежные доходы (в среднем на душу)","Иркутская область",2010,15109.7,"Cash income (average per capita)","roubles","Living Standards"
"1570","Денежные доходы (в среднем на душу)","Кемеровская область",2010,15341.2,"Cash income (average per capita)","roubles","Living Standards"
"1571","Денежные доходы (в среднем на душу)","Новосибирская область",2010,16276,"Cash income (average per capita)","roubles","Living Standards"
"1572","Денежные доходы (в среднем на душу)","Омская область",2010,15199,"Cash income (average per capita)","roubles","Living Standards"
"1573","Денежные доходы (в среднем на душу)","Томская область",2010,15070.5,"Cash income (average per capita)","roubles","Living Standards"
"1574","Денежные доходы (в среднем на душу)","Дальневосточный федеральный округ",2010,20807.2,"Cash income (average per capita)","roubles","Living Standards"
"1575","Денежные доходы (в среднем на душу)","Республика Саха (Якутия)",2010,23088.1,"Cash income (average per capita)","roubles","Living Standards"
"1576","Денежные доходы (в среднем на душу)","Камчатский край",2010,27010.3,"Cash income (average per capita)","roubles","Living Standards"
"1578","Денежные доходы (в среднем на душу)","Приморский край",2010,17297.9,"Cash income (average per capita)","roubles","Living Standards"
"1579","Денежные доходы (в среднем на душу)","Хабаровский край",2010,22478.9,"Cash income (average per capita)","roubles","Living Standards"
"1580","Денежные доходы (в среднем на душу)","Амурская область",2010,14323.4,"Cash income (average per capita)","roubles","Living Standards"
"1581","Денежные доходы (в среднем на душу)","Магаданская область",2010,27800.7,"Cash income (average per capita)","roubles","Living Standards"
"1582","Денежные доходы (в среднем на душу)","Сахалинская область",2010,30727,"Cash income (average per capita)","roubles","Living Standards"
"1583","Денежные доходы (в среднем на душу)","Еврейская автономная область",2010,15347.8,"Cash income (average per capita)","roubles","Living Standards"
"1584","Денежные доходы (в среднем на душу)","Чукотский автономный округ",2010,38146.8,"Cash income (average per capita)","roubles","Living Standards"
"1585","Денежные доходы (в среднем на душу)","Российская Федерация",2011,20754.9,"Cash income (average per capita)","roubles","Living Standards"
"1586","Денежные доходы (в среднем на душу)","Центральный федеральный округ",2011,27091,"Cash income (average per capita)","roubles","Living Standards"
"1587","Денежные доходы (в среднем на душу)","Белгородская область",2011,18799.7,"Cash income (average per capita)","roubles","Living Standards"
"1588","Денежные доходы (в среднем на душу)","Брянская область",2011,15347.6,"Cash income (average per capita)","roubles","Living Standards"
"1589","Денежные доходы (в среднем на душу)","Владимирская область",2011,14312.2,"Cash income (average per capita)","roubles","Living Standards"
"1590","Денежные доходы (в среднем на душу)","Воронежская область",2011,15870.9,"Cash income (average per capita)","roubles","Living Standards"
"1591","Денежные доходы (в среднем на душу)","Ивановская область",2011,13005.5,"Cash income (average per capita)","roubles","Living Standards"
"1592","Денежные доходы (в среднем на душу)","Калужская область",2011,17556.9,"Cash income (average per capita)","roubles","Living Standards"
"1593","Денежные доходы (в среднем на душу)","Костромская область",2011,14822.6,"Cash income (average per capita)","roubles","Living Standards"
"1594","Денежные доходы (в среднем на душу)","Курская область",2011,16386.9,"Cash income (average per capita)","roubles","Living Standards"
"1595","Денежные доходы (в среднем на душу)","Липецкая область",2011,16811.3,"Cash income (average per capita)","roubles","Living Standards"
"1596","Денежные доходы (в среднем на душу)","Московская область",2011,25604.5,"Cash income (average per capita)","roubles","Living Standards"
"1597","Денежные доходы (в среднем на душу)","Орловская область",2011,14824.3,"Cash income (average per capita)","roubles","Living Standards"
"1598","Денежные доходы (в среднем на душу)","Рязанская область",2011,14788,"Cash income (average per capita)","roubles","Living Standards"
"1599","Денежные доходы (в среднем на душу)","Смоленская область",2011,15969.1,"Cash income (average per capita)","roubles","Living Standards"
"1600","Денежные доходы (в среднем на душу)","Тамбовская область",2011,15150.6,"Cash income (average per capita)","roubles","Living Standards"
"1601","Денежные доходы (в среднем на душу)","Тверская область",2011,14943.4,"Cash income (average per capita)","roubles","Living Standards"
"1602","Денежные доходы (в среднем на душу)","Тульская область",2011,16975,"Cash income (average per capita)","roubles","Living Standards"
"1603","Денежные доходы (в среднем на душу)","Ярославская область",2011,15508.9,"Cash income (average per capita)","roubles","Living Standards"
"1604","Денежные доходы (в среднем на душу)","г.Москва",2011,47318.9,"Cash income (average per capita)","roubles","Living Standards"
"1605","Денежные доходы (в среднем на душу)","Северо-Западный федеральный округ",2011,21155.9,"Cash income (average per capita)","roubles","Living Standards"
"1606","Денежные доходы (в среднем на душу)","Республика Карелия",2011,17542.7,"Cash income (average per capita)","roubles","Living Standards"
"1607","Денежные доходы (в среднем на душу)","Республика Коми",2011,23897.4,"Cash income (average per capita)","roubles","Living Standards"
"1608","Денежные доходы (в среднем на душу)","Архангельская область",2011,21454.8,"Cash income (average per capita)","roubles","Living Standards"
"1609","Денежные доходы (в среднем на душу)","Ненецкий автономный округ",2011,54632.31,"Cash income (average per capita)","roubles","Living Standards"
"1610","Денежные доходы (в среднем на душу)","Вологодская область",2011,15637.9,"Cash income (average per capita)","roubles","Living Standards"
"1611","Денежные доходы (в среднем на душу)","Калининградская область",2011,16880.5,"Cash income (average per capita)","roubles","Living Standards"
"1612","Денежные доходы (в среднем на душу)","Ленинградская область",2011,15931.8,"Cash income (average per capita)","roubles","Living Standards"
"1613","Денежные доходы (в среднем на душу)","Мурманская область",2011,25303.5,"Cash income (average per capita)","roubles","Living Standards"
"1614","Денежные доходы (в среднем на душу)","Новгородская область",2011,16980.9,"Cash income (average per capita)","roubles","Living Standards"
"1615","Денежные доходы (в среднем на душу)","Псковская область",2011,14185.3,"Cash income (average per capita)","roubles","Living Standards"
"1616","Денежные доходы (в среднем на душу)","г.Санкт-Петербург",2011,25994.7,"Cash income (average per capita)","roubles","Living Standards"
"1618","Денежные доходы (в среднем на душу)","Южный федеральный  округ (с 2010 года)",2011,16584,"Cash income (average per capita)","roubles","Living Standards"
"1619","Денежные доходы (в среднем на душу)","Республика Адыгея",2011,14271.59,"Cash income (average per capita)","roubles","Living Standards"
"1620","Денежные доходы (в среднем на душу)","Республика Калмыкия",2011,8829.4,"Cash income (average per capita)","roubles","Living Standards"
"1621","Денежные доходы (в среднем на душу)","Краснодарский край",2011,18796,"Cash income (average per capita)","roubles","Living Standards"
"1622","Денежные доходы (в среднем на душу)","Астраханская область",2011,16032,"Cash income (average per capita)","roubles","Living Standards"
"1623","Денежные доходы (в среднем на душу)","Волгоградская область",2011,14519.4,"Cash income (average per capita)","roubles","Living Standards"
"1624","Денежные доходы (в среднем на душу)","Ростовская область",2011,16010.3,"Cash income (average per capita)","roubles","Living Standards"
"1625","Денежные доходы (в среднем на душу)","Северо-Кавказский федеральный округ",2011,15050,"Cash income (average per capita)","roubles","Living Standards"
"1626","Денежные доходы (в среднем на душу)","Республика Дагестан",2011,18278.1,"Cash income (average per capita)","roubles","Living Standards"
"1627","Денежные доходы (в среднем на душу)","Республика Ингушетия",2011,11562.2,"Cash income (average per capita)","roubles","Living Standards"
"1628","Денежные доходы (в среднем на душу)","Кабардино-Балкарская Республика",2011,12636.2,"Cash income (average per capita)","roubles","Living Standards"
"1629","Денежные доходы (в среднем на душу)","Карачаево-Черкесская Республика",2011,11741.6,"Cash income (average per capita)","roubles","Living Standards"
"1630","Денежные доходы (в среднем на душу)","Республика Северная Осетия - Алания",2011,13757,"Cash income (average per capita)","roubles","Living Standards"
"1631","Денежные доходы (в среднем на душу)","Чеченская Республика",2011,14026.5,"Cash income (average per capita)","roubles","Living Standards"
"1632","Денежные доходы (в среднем на душу)","Ставропольский край",2011,14439.9,"Cash income (average per capita)","roubles","Living Standards"
"1633","Денежные доходы (в среднем на душу)","Приволжский федеральный округ",2011,17282.22,"Cash income (average per capita)","roubles","Living Standards"
"1634","Денежные доходы (в среднем на душу)","Республика Башкортостан",2011,19029.8,"Cash income (average per capita)","roubles","Living Standards"
"1635","Денежные доходы (в среднем на душу)","Республика Марий Эл",2011,11328.4,"Cash income (average per capita)","roubles","Living Standards"
"1636","Денежные доходы (в среднем на душу)","Республика Мордовия",2011,11948,"Cash income (average per capita)","roubles","Living Standards"
"1637","Денежные доходы (в среднем на душу)","Республика Татарстан",2011,20222.6,"Cash income (average per capita)","roubles","Living Standards"
"1638","Денежные доходы (в среднем на душу)","Удмуртская Республика",2011,14452.3,"Cash income (average per capita)","roubles","Living Standards"
"1639","Денежные доходы (в среднем на душу)","Чувашская Республика",2011,12083,"Cash income (average per capita)","roubles","Living Standards"
"1640","Денежные доходы (в среднем на душу)","Пермский край",2011,21307.3,"Cash income (average per capita)","roubles","Living Standards"
"1642","Денежные доходы (в среднем на душу)","Кировская область",2011,14675,"Cash income (average per capita)","roubles","Living Standards"
"1643","Денежные доходы (в среднем на душу)","Нижегородская область",2011,18336.7,"Cash income (average per capita)","roubles","Living Standards"
"1644","Денежные доходы (в среднем на душу)","Оренбургская область",2011,14892,"Cash income (average per capita)","roubles","Living Standards"
"1645","Денежные доходы (в среднем на душу)","Пензенская область",2011,14171.5,"Cash income (average per capita)","roubles","Living Standards"
"1646","Денежные доходы (в среднем на душу)","Самарская область",2011,21756.1,"Cash income (average per capita)","roubles","Living Standards"
"1647","Денежные доходы (в среднем на душу)","Саратовская область",2011,13097.3,"Cash income (average per capita)","roubles","Living Standards"
"1648","Денежные доходы (в среднем на душу)","Ульяновская область",2011,14312.1,"Cash income (average per capita)","roubles","Living Standards"
"1649","Денежные доходы (в среднем на душу)","Уральский федеральный округ",2011,23638.1,"Cash income (average per capita)","roubles","Living Standards"
"1650","Денежные доходы (в среднем на душу)","Курганская область",2011,14353,"Cash income (average per capita)","roubles","Living Standards"
"1651","Денежные доходы (в среднем на душу)","Свердловская область",2011,24892.6,"Cash income (average per capita)","roubles","Living Standards"
"1652","Денежные доходы (в среднем на душу)","Тюменская область",2011,29754.1,"Cash income (average per capita)","roubles","Living Standards"
