indicator_ru,region,2009,2010,2011,2012,2013
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Кемеровская область,,12127.70,13881.00,16344.50,19678.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Новосибирская область,,12187.40,13461.60,16639.50,20758.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Омская область,,9738.70,11709.30,15380.80,17979.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Томская область,,12516.90,14232.90,17080.50,22791.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,    Дальневосточный федеральный округ,,,,22156.50,29274.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Республика Саха (Якутия),,17336.50,19728.20,23989.60,34608.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Камчатский край,,25546.50,27692.50,32156.70,39252.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Приморский край,,10746.70,12418.80,17825.10,22302.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Хабаровский край,,14177.40,16711.60,21261.00,27392.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Амурская область,,12104.80,13839.50,16440.40,21590.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Магаданская область,,18825.90,21922.40,30056.10,39334.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Сахалинская область,,23934.10,24504.00,28410.80,36964.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Еврейская автономная область,,10853.50,13251.50,15958.60,19993.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений образования,        Чукотский автономный округ,,30735.30,33173.20,40081.50,50061.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Центральный федеральный округ,,,,20179.30,26102.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Белгородская область,,8527.80,10176.10,12330.50,14973.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Брянская область,,6197.10,7203.40,8506.50,11803.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Владимирская область,,9412.00,10138.50,11311.80,13740.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Воронежская область,,7872.30,8686.40,10100.90,14423.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Ивановская область,,6983.20,7705.10,9491.60,11208.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Калужская область,,9957.70,10904.10,14103.80,16309.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Костромская область,,7942.20,8564.40,9307.40,12417.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Курская область,,6680.90,8318.40,9371.40,13253.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Липецкая область,,8152.70,8877.00,10081.50,14062.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Московская область,,15339.90,16489.30,19974.60,23128.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Московская область в старых границах,,,16509.60,20193.00,
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Орловская область,,6899.50,7651.00,8885.00,11620.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Рязанская область,,7526.80,8065.40,9693.00,12790.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Смоленская область,,7562.60,8387.60,9337.30,11648.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Тамбовская область,,7737.50,7784.10,9375.00,15994.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Тверская область,,8632.20,9622.70,10327.40,13869.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Тульская область,,8747.80,9602.40,11407.50,15577.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Ярославская область,,9449.40,10576.30,13364.70,15305.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        г.Москва,,32127.30,34748.30,40920.80,51812.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        г.Москва в старых границах,,,35002.80,41038.70,
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Северо-Западный федеральный округ,,,,17664.20,22165.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Карелия,,10923.10,12126.70,13882.60,17106.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Коми,,10552.80,13357.90,15190.80,23297.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Архангельская область,,12143.40,13851.50,16308.20,23509.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,            Ненецкий автономный округ,,33863.60,36128.50,44785.10,50220.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Вологодская область,,9328.40,10670.60,11548.40,12762.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Калининградская область,,11092.10,12328.70,13272.60,15848.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Ленинградская область,,12386.10,13610.10,15704.60,20618.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Мурманская область,,16021.70,17810.20,20043.70,25039.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Новгородская область,,9560.80,10495.80,12223.60,14835.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Псковская область,,7497.50,9014.50,9845.30,11862.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        г.Санкт-Петербург,,19160.40,22246.40,26161.60,30980.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Южный федеральный  округ (с 2010 года),,,,11706.90,15908.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Адыгея,,8265.20,9010.90,10114.20,12284.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Калмыкия,,6984.20,7495.50,8948.00,10441.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Краснодарский край,,9902.70,10238.10,13100.10,15700.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Астраханская область,,8080.50,9519.00,10786.90,12959.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Волгоградская область,,8526.70,9452.90,10727.90,21335.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Ростовская область,,8282.70,9036.60,11244.50,14519.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Северо-Кавказский федеральный округ,,,,9601.50,11678.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Дагестан,,6997.70,7364.70,8127.20,9640.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Ингушетия,,8345.80,8969.00,10768.10,12477.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Кабардино-Балкарская Республика,,7460.80,9072.00,9167.00,11836.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Карачаево-Черкесская Республика,,6368.40,6980.20,7814.90,10217.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Северная Осетия - Алания,,6241.20,7076.70,8858.20,10994.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Чеченская Республика,,8052.40,8981.50,12349.30,13249.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Ставропольский край,,8043.50,8425.30,10677.80,13552.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Приволжский федеральный округ,,,,10576.30,14002.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Башкортостан,,8127.50,9234.10,10717.60,14171.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Марий Эл,,6526.70,7533.00,8614.40,10700.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Мордовия,,6768.10,7371.50,8753.10,11099.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Татарстан,,7973.70,9819.90,11779.60,15511.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Удмуртская Республика,,8133.60,8990.90,10020.20,13238.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Чувашская Республика,,7262.10,7889.20,9826.30,12486.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Пермский край,,9019.90,10815.90,13004.90,15887.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Кировская область,,6646.10,7692.80,8535.00,11158.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Нижегородская область,,8883.70,9612.90,10448.20,15427.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Оренбургская область,,6754.80,7682.50,9081.80,11356.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Пензенская область,,6625.90,7310.30,8239.40,13026.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Самарская область,,9169.20,10649.20,12292.50,18974.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Саратовская область,,7736.00,8939.30,11874.70,13184.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Ульяновская область,,7023.90,7883.50,8904.90,11365.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Уральский федеральный округ,,,,18724.90,23522.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Курганская область,,6197.40,6536.90,7319.20,10909.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Свердловская область,,10891.80,12927.70,14688.90,18841.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Тюменская область,,21619.60,25782.70,31085.20,35673.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,            Ханты-Мансийский автономный округ-Югра,,22078.50,25571.00,30481.70,35760.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,            Ямало-Ненецкий автономный округ,,31680.50,40538.20,48851.60,53248.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Челябинская область,,8209.70,9479.20,10260.00,15291.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Сибирский федеральный округ,,,,11964.80,16069.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Алтай,,6534.10,7340.80,9048.00,12318.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Бурятия,,8174.00,8964.10,12677.70,14815.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Тыва,,8328.70,9210.40,10157.60,13328.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Хакасия,,7759.10,9556.30,11395.10,16508.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Алтайский край,,6295.50,6906.60,8012.40,9899.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Забайкальский край,,7937.70,8983.50,9744.80,12643.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Красноярский край,,10032.40,11117.70,12786.90,17862.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Иркутская область,,8937.20,10037.90,12647.30,18342.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Кемеровская область,,8783.70,10035.20,11819.10,14960.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Новосибирская область,,11679.10,12593.80,14691.90,18741.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Омская область,,9163.50,10374.00,11850.70,16752.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Томская область,,11092.40,12487.50,14009.00,19393.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,    Дальневосточный федеральный округ,,,,17781.30,24099.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Республика Саха (Якутия),,14072.30,15818.90,18401.00,26183.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Камчатский край,,22436.00,24425.50,27482.30,33812.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Приморский край,,9737.30,10772.60,12749.50,18205.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Хабаровский край,,12820.90,14390.10,17718.90,21448.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Амурская область,,9282.00,10262.80,11678.70,15973.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Магаданская область,,16973.10,18638.30,24669.80,32471.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Сахалинская область,,21221.60,21358.80,24715.20,34785.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Еврейская автономная область,,7979.80,10240.90,11717.70,14506.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений культуры и искусства,        Чукотский автономный округ,,26163.00,27354.10,32594.00,41568.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,    Центральный федеральный округ,,,,27302.40,30335.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Белгородская область,,10163.90,12377.60,14773.80,17964.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Брянская область,,8840.90,10483.90,13316.10,16492.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Владимирская область,,13108.50,14185.60,15984.40,19199.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Воронежская область,,10460.90,11649.20,14141.40,17980.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Ивановская область,,10077.10,11520.30,14315.20,17156.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Калужская область,,13191.50,15799.30,21497.50,23832.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Костромская область,,10811.30,12207.70,14444.00,17326.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Курская область,,9173.40,11632.30,13606.00,17876.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Липецкая область,,10688.80,11889.40,14818.10,17036.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Московская область,,23165.40,25296.20,30994.30,34140.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Московская область в старых границах,,,25292.40,31058.20,
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Орловская область,,9402.80,10210.20,13835.90,17356.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Рязанская область,,10130.30,12062.80,15539.70,18985.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Смоленская область,,10726.40,11477.30,13332.00,17616.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Тамбовская область,,8895.90,10786.60,13164.60,15671.50
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Тверская область,,12633.40,14462.60,16568.40,19417.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Тульская область,,12804.00,13729.50,17224.80,20446.90
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Ярославская область,,11198.60,12858.40,15293.60,18930.20
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        г.Москва,,42640.30,45321.50,50746.00,54875.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        г.Москва в старых границах,,,45483.60,51082.50,
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,    Северо-Западный федеральный округ,,,,23503.50,28190.40
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Республика Карелия,,15647.00,17770.70,21477.80,24102.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Республика Коми,,17339.60,20730.10,23816.70,29425.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Архангельская область,,15260.70,17783.50,22631.90,27015.00
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,            Ненецкий автономный округ,,41199.40,43898.10,54978.60,61536.80
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Вологодская область,,12665.20,13897.90,15904.60,17800.60
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Калининградская область,,14231.40,19113.80,23954.10,27265.30
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Ленинградская область,,17151.90,17931.30,21143.90,24836.10
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Мурманская область,,20115.90,22937.30,26367.90,32187.70
Среднемесячная номинальная начисленная заработная плата работников государственных (муниципальных)  учреждений здравоохранения,        Новгородская область,,12757.00,14390.10,16735.00,20342.30
